text,label,subject
Says Transportation Secretary Ray LaHood will force you to stop using your cell phone while driving.,2,"public-safety,pundits,technology,transportation"
For the last decade the climate has been cooling.,2,"cap-and-trade,climate-change,environment,pundits"
Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.,2,"elections,foreign-policy"
Says John Boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy.,2,economy
"The IRS is going to be in charge of a huge national database on health care that will include Americans personal, intimate, most close-to-the-vest-secrets.",2,"health-care,privacy,taxes"
Mickey Mouse was registered to vote (in Florida).,2,elections
"A report just came out that if we continue with President Obamas policies, were looking at over 9 percent unemployment next year in the fourth quarter.",2,"economy,federal-budget,jobs"
"In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.",2,elections
Obamacare is going to increase the divorce rate.,2,"health-care,marriage"
Says Hillary Clinton wants to go to a single-payer plan for health care,2,health-care
"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",2,"economy,environment,jobs"
Says Paul Ryans budget plan ends Medicare.,2,"federal-budget,health-care,medicare,message-machine-2012"
"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.",2,"energy,environment,government-regulation,jobs"
Says HillaryClintons immigration platform would create totally open borders.,2,immigration
"The U.S. unemployment rate has been massaged, its been doctored.",2,"economy,job-accomplishments,jobs"
"During the lead-up to the American Revolutionary War, some guy in Boston got his head blown off because he tried to secretly raise the tax on tea.",2,"economy,history"
Says Donald Trumps Make America Great Again caps are made in China.,2,"candidates-biography,china,economy"
Says people in Africa literally walk two and three hundred miles in order to vote.,2,elections
Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,2,immigration
Scott Walker gave Wisconsin job creation money to his cronies: corporate friends who contributed to his campaigns and got $570 million in job-development incentives,2,"campaign-finance,economy,elections"
Says Mitt Romneys investments created zero jobs.,2,"candidates-biography,corporations,economy,jobs,message-machine-2012"
"An amazing 5,400 jobs were lost in the first 12 months of the (smoking) bans implementation in Ohios hospitality industry alone.",2,public-health
On repeal and replace of federal health care reform.,2,health-care
"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.",2,"deficit,economy,federal-budget,jobs"
"In a sweetheart deal members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.",2,health-care
Final election 2016 numbers: Trump won the popular vote.,2,elections
"If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obamas policies have led to groceries going up 29 percent.",2,"economy,new-hampshire-2012"
These 15 political appointees (on the IPAB) will make all the major health care decisions for over 300 million Americans.,2,"health-care,new-hampshire-2012,abc-news-week"
"Because of voter fraud, Republican candidates need to do a point or two better to win statewide elections in Wisconsin.",2,"city-government,crime,elections"
Says scientists are in dispute over whether being gay is a choice.,2,"gays-and-lesbians,science"
Obamacare isnt helping anyone.,2,health-care
"In Texas, we teach both creationism and evolution in our public schools.",2,"education,science"
What (the Obama administration is) going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants.,2,"climate-change,energy,environment,government-regulation"
"Under Barack Obama and the big government economy, the median wage for women has dropped $733.",2,"economy,jobs,women"
"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care.",2,"abortion,health-care,women"
"Obamacare means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.",2,health-care
A friends sister died from Obamacare becauseBlue Shield completely just pulled out of California.,2,health-care
A hidden provision in the health care law taxes sporting goods as medical devices.,2,health-care
I won the majority of the Republican vote in both New Hampshire and South Carolina.,2,elections
Says she voted against the Medicare Part D prescription drug program because it was unfunded.,2,"candidates-biography,health-care,medicare"
At least a quarter of those apprehended at the border have criminal records.,2,"crime,immigration"
The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.,2,"federal-budget,health-care"
Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children regardless of whether that child is seven or 20 years old at bars and restaurants.,2,"Alcohol,public-health"
"Says a liberal immigration reform group endorsed his GOP primary opponent, Dave Brat.",2,immigration
I lost my health insurance and my doctor because of Obamacare.,2,health-care
"In Buffalos SolarCity project, Andrew Cuomo will create maybe 500 jobs if it ever happens at all, at about $1.5 million per job.",2,"economy,jobs"
Says Kay Bailey Hutchison voted for sanctuary cities.,2,immigration
Drilling for oil on the Outer Continental Shelf and in parts of Alaska will immediately reduce our dangerous dependence on foreign oil.,2,"economy,energy"
